art_style,painting,emotion,utterance,repetition
Abstract_Expressionism,sam-francis_untitled-sf76-176-1976,contentment,The splatter and coloring make this seem like it's a psychedelic murder scene,6
Expressionism,georges-braque_the-pedestal-1921,fear,Like looking into a madman's view of an unholy alter,5
Expressionism,georges-braque_the-glass-of-lilac-1946,contentment,I like how the purple up top looks like it's glistening. Also the red and yellow of the background makes me feel like I'm in Tuscany.,6
Realism,gustave-courbet_the-trout-1873,disgust,This looks like a dead or dying fish on the shore.,6
Post_Impressionism,ion-theodorescu-sion_femei-la-sc-ldat-1919,excitement,The naked women are posed very erotically and the colors are inviting.,6
Post_Impressionism,karl-schrag_view-from-the-studio-green-table-with-palette-1985,contentment,The plain wooden building and grassy meadow outside indicates a peaceful farm life.,5
Abstract_Expressionism,richard-pousette-dart_window-of-unknowing-1976,fear,It reminds me of a horror movie,6
Art_Nouveau_Modern,ivan-milev_ahinora-1922,fear,"The red scarf she is wearing is a nice accent to the dark brown background , clothes and eyes which have a look of fear in them.",5
Romanticism,gustave-dore_queen-vashti-refuses-to-obey-ahasuerus-command,awe,the queen is refesuing command which makes me respect her and enjoy how poised she is,6
Expressionism,georges-braque_the-studio-i-1949,contentment,The vases are gorgeous. The white and black vase are supposed to look similar.,11
Realism,efim-volkov_in-late-winter,awe,"This looks like it captures the stillness of nature so well, the trees are just stunning.",5
Baroque,isaac-van-ostade_a-canal-in-winter,contentment,The silhouetted figures contrast greatly with icy background.,5
Expressionism,henri-matisse_interior-with-a-violin,contentment,"The violin remains in its case, inside the dark room, perhaps because the bright sunlight through the window beckons the musician to stray outside.",5
Post_Impressionism,maurice-prendergast_beach-scene-no-4,contentment,This reminds me of a relaxing vacation at the coast.,5
Romanticism,henryk-siemiradzki_landscape,awe,Lovely tan colors of the background but the buildings are dark like pencil lead,5
Art_Nouveau_Modern,leon-bakst_the-poet-zinaida-gippius-1906,disgust,The way the figure is sitting makes me dislike them the expression seems to say they think they're better.,6
Realism,fyodor-vasilyev_sailboats-study,awe,This is a very ornate boat with large sails all manned by one person.,5
Impressionism,childe-hassam_afternoon-in-nantucket,contentment,The garden house with the white woman peacefully sitting down reminds me of spring.,6
Abstract_Expressionism,robert-goodnough_nomads-1960,excitement,It feels very cool and dynamic because of the varyling line weights and direction.,6
Art_Nouveau_Modern,leon-bakst_nijinsky-s-faun-costume-in-l-apres-midi-d-un-faune-by-claude-debussy-from-the-front-cover-of-1912,sadness,I can't tell what is being portrayed but it seems very deep and intense.,5
Baroque,joshua-reynolds_kitty-fisher-1759,something else,wouldnt you like to know what i am hiding in this hand carrier,6
Abstract_Expressionism,robert-goodnough_kilroy-was-here,excitement,The different colors in the image are very lively and the variety of different strokes gives me energy.,5
Baroque,hendrick-terbrugghen_st-sebastian-tended-by-irene-and-her-maid-1625,sadness,The caring of the body by the women is both selfless and beautiful,5
Impressionism,camille-pissarro_the-pont-boieldieu-rouen-rain-effect-1896,awe,The level of detail and the scene is just astonishing.,6
Post_Impressionism,maurice-prendergast_still-life-with-apples,contentment,The painting is filled with peace. I love the colorful fruit. It is always in peace and contentment when looking at delicious fruit.,6
Baroque,jacob-jordaens_the-king-drinks-1640,amusement,"The look on these people's faces makes me want to say, ""I'll have what they're having"".",6
Expressionism,henri-matisse_red-fish-and-a-sculpture-1911,something else,"The painting shows a lazy, singular color scheme.",6
Cubism,rufino-tamayo_friend-of-the-birds-1944,fear,The man seems to be summoning an entity of some sort.,6
Baroque,jan-steen_baker-oostwaert-and-his-wife,excitement,The people look very happy and like they are going to enjoy serving a meal,6
Impressionism,childe-hassam_young-fishermen,contentment,The people that are fishing are very calming,6
Post_Impressionism,ilya-mashkov_portrait-of-the-artist-s-wife-maria-ivanovna-mashkova-1923,amusement,Her smile looks like she is thinking of a good joke,6
Realism,giovanni-boldini_portrait-of-alfred-beit-1906,awe,The details in his eyes and mustache look realistic.,6
Realism,fyodor-vasilyev_before-the-rain-1871,fear,The dark atmosphere and environment surrounding the man seems ill foreboding.,6
Post_Impressionism,maurice-de-vlaminck_view-of-a-village-with-red-roofs,contentment,Feels like looking through a hidden country side forgotten by most of the world,5
Post_Impressionism,jozsef-rippl-ronai_uncle-piacsek-in-front-of-the-black-sideboard-1906,amusement,It seems the woman in the picture has the same expression as the man in the painting.,6
Expressionism,ernst-ludwig-kirchner_tree-bathers-sitting-on-rocks,excitement,The use of 4 colors to bring about a whole scene with a huge story. Love the people just surviving.,5
Post_Impressionism,irma-stern_portrait-of-a-west-african-girl-1955,amusement,The long neck and orangish colors feel like a giraffe turned person,5
Abstract_Expressionism,walasse-ting_milky-way-1966,awe,Life is mostly made of pastels of color,5
Naive_Art_Primitivism,raoul-dufy_the-casino-of-nice-1929,amusement,"The colors, the use of yellow and red in particular, along with the playfull style, creates a very entertaining style.",6
Realism,felix-vallotton_my-portrait-1891,awe,Amazing details. The painting looks like a younger hitler.,6
Romanticism,gustave-dore_the-dove-sent-forth-from-the-ark-1866,fear,i find this terrifying from the size of the ark and the dead scattered here leading me to fear the power of an ocean flood like this.,6
Impressionism,claude-monet_customs-house-at-varengeville-in-the-fog,fear,The scratchy rendering and dark colors make me think the house is haunted.,6
Symbolism,nicholas-roerich_banner-of-the-future-1925,contentment,looks they are formulating a plan for taking on the wilderness,5
Post_Impressionism,maurice-utrillo_lapin-agile-2,contentment,the bright colors of the shutters and flecks of leaves on the trees make this look like a cheerful town,5
Realism,george-catlin_ball-play-dance-1835,sadness,"the hazy background forebodes plains which are quiet now, a vibrant culture wiped away,",6
Abstract_Expressionism,sam-gilliam_remembering-girls-ajar-2009,excitement,a fragmented manic disjointed separate but equal design,5
Impressionism,camille-pissarro_the-louvre-morning-sun-quai-malaquais-1903,contentment,The muted colors convey the chill in the autumnal air.,6
Romanticism,gustave-dore_don-quixote-120,sadness,The blacks and grays make this picture difficult to look at.,5
Baroque,jan-steen_dancing-couple-detail-1663-7,sadness,"Uh oh, broken egg shells, spoon on floor...someone is in trouble.",5
Post_Impressionism,ilya-mashkov_crimean-landscape-sudak,something else,"The painting reminds me of Monet, whose work I dislike.",6
Realism,gustave-courbet_the-deer-1876,sadness,This is a sad painting of a dead deer and some blood splatter.,6
Baroque,guido-reni_assumption-of-mary-1642,awe,"Mary's Divinity shines in the beauty and humility of her upturned face as she ascends into Heaven. Borne up by a host of Angels, a golden halo above her head, a tunnel of light filled with Cherubim opens into the Divine Realm. Her royal blue cloak is symbolic of being close to Heaven and is the most striking color in the piece. Mary's glory is mesmerizing.",6
Art_Nouveau_Modern,koloman-moser_draft-for-the-space-of-the-austrian-state-printing-house-on-show-in-london-1906,contentment,neutral colors make me calm and it is trendy/modern squares,6
Post_Impressionism,le-pho_portrait-of-a-vietnamese-boy,contentment,"I like the Asian style of the image, plus it's very cultural, you have the hat and the bamboo in the background.",6
Realism,guy-rose_chrysanthemums-1887,something else,This picture seems blurry and does not generate any emotions for me,5
Romanticism,gustave-dore_death-of-almoadam-1877,sadness,Looks like a world of harshness and pain for the people in this painting.,6
Baroque,juan-de-valdes-leal_head-of-a-woman,something else,This picture's background is so dark that it is hard to see her hair.,6
Romanticism,gustave-dore_the-angel-raphael-and-the-family-of-tobit,sadness,The way people are falling to their knees make them look sad.,6
Realism,giovanni-boldini_portrait-of-mlle-de-gillespie-la-dame-de-biarritz-1912,awe,The woman's shoulders and chest show exquisite detail and gives a sensual appeal.,6
Romanticism,gustave-dore_crusade-against-the-moors-of-granada,anger,The death toll for this battle is enormous and on display.,6
Romanticism,gustave-dore_a-voyage-to-the-moon,awe,"The storm and the waves are breathtaking, and the birds are just chilling in the air.",5
Romanticism,fyodor-solntsev_from-portrait-of-the-naryshkin-royal-clothing,something else,looks like a promo flyer for a sunday church service,6
Symbolism,mstislav-dobuzhinsky_gates-of-dawn-1914,sadness,The bleak colors brings about a feeling of melancholy and sadness.,6
Post_Impressionism,koloman-moser_landscape-in-semmering,contentment,The bridge stands out against the green trees and hills.,5
Baroque,guido-reni_sibylle-1636,contentment,dark and drab colors surround the only light in the portrait- the contentment on the subjects face,5
Expressionism,fred-williams_hillock-1966,fear,the green hill and various lamps on top looks like parasite growing on a egg.,6
Baroque,peter-paul-rubens_alexander-and-roxana,contentment,Perhaps the new queen is crowned.  Her dress like fire and her children by her side.,5
Expressionism,ion-tuculescu_violet-figure,fear,"I see a face of an odd, creepy robot like creature.",5
Post_Impressionism,maurice-prendergast_venice-1,contentment,This illicits a pleasant feeling that reminds me of a saturday after walk in a village,5
Baroque,josefa-de-obidos_abisag-1650,awe,The woman is very grand looking and the child looks like an angel.,6
Abstract_Expressionism,robert-goodnough_running-horses,sadness,The yellows make the animals look sick.,5
Abstract_Expressionism,theodoros-stamos_infinity-field-1873,disgust,The red at the top is like a pool of blood slowly staining a violet carpet.,6
Realism,frederic-remington_charge-of-the-rough-riders-at-san-juan-hill-1898,sadness,like the detail painting but fighting in war and people dying sadden me,6
Baroque,mario-nuzzi_natura-morta-di-fiori-in-un-vaso,contentment,It is nice that even in darkness flowers brighten the world.,5
Impressionism,camille-pissarro_vegetable-garden-in-eragny-overcast-sky-morning-1901,contentment,The scenery with the buildings and trees look very peaceful.,6
Realism,gustave-courbet_la-ferme-de-bonnevaux,sadness,The colors represent a mess and the structure is old.,6
Impressionism,childe-hassam_feeding-pigeons-in-the-piazza,sadness,The yellows combined with the clothing style make this look like an old photo.,6
