art_style,painting,emotion,utterance,repetition,utterance_spelled,tokens,tokens_len,split,tokens_encoded,emotion_label
Impressionism,konstantin-korovin_cafe-1901,excitement,"It looks like there is some sort of fun event going on here, with alot of people and stuff to do! I love it!",6,it looks like there is some sort of fun event going on here with alot of people and stuff to do i love it,"['it', 'looks', 'like', 'there', 'is', 'some', 'sort', 'of', 'fun', 'event', 'going', 'on', 'here', 'with', 'alot', 'of', 'people', 'and', 'stuff', 'to', 'do', 'i', 'love', 'it']",24,train,"[1, 14, 15, 11, 48, 8, 97, 410, 7, 195, 913, 115, 18, 143, 19, 1738, 7, 40, 5, 1237, 9, 156, 13, 61, 2]",5
Realism,mary-cassatt_sketch-of-mrs-currey-sketch-of-mr-cassatt-1871,contentment,The woman appears quite beautiful and it makes me wonder why they man seems somewhat significant.,6,the woman appears quite beautiful and it makes me wonder why they man seems somewhat significant,"['the', 'woman', 'appears', 'quite', 'beautiful', 'and', 'it', 'makes', 'me', 'wonder', 'why', 'they', 'man', 'seems', 'somewhat', 'significant']",16,train,"[1, 4, 31, 108, 117, 55, 5, 14, 24, 16, 201, 279, 43, 30, 44, 551, 2462, 2, 0, 0, 0, 0, 0, 0, 0]",3
Romanticism,rudolf-von-alt_view-of-bad-gastein-1888,disgust,The trees are obscuring the view of the house since there is so much overgrowth,6,the trees are obscuring the view of the house since there is so much overgrowth,"['the', 'trees', 'are', 'obscuring', 'the', 'view', 'of', 'the', 'house', 'since', 'there', 'is', 'so', 'much', 'overgrowth']",15,train,"[1, 4, 92, 17, 3, 4, 258, 7, 4, 289, 209, 48, 8, 35, 151, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4
Romanticism,karl-bryullov_portrait-of-princess-z-a-volkonskaya,contentment,The woman has a content air and her ornate dress gives the sense that she is doing well.,6,the woman has a content air and her ornate dress gives the sense that she is doing well,"['the', 'woman', 'has', 'a', 'content', 'air', 'and', 'her', 'ornate', 'dress', 'gives', 'the', 'sense', 'that', 'she', 'is', 'doing', 'well']",18,train,"[1, 4, 31, 39, 6, 124, 446, 5, 27, 1298, 157, 139, 4, 116, 26, 38, 8, 370, 86, 2, 0, 0, 0, 0, 0]",3
Realism,john-singer-sargent_drawing-8,sadness,the twist of torso makes the man look like struggling,6,the twist of torso makes the man look like struggling,"['the', 'twist', 'of', 'torso', 'makes', 'the', 'man', 'look', 'like', 'struggling']",10,train,"[1, 4, 3, 7, 2481, 24, 4, 30, 20, 11, 1891, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,konstantin-korovin_two-in-a-chair-1921,contentment,"The couple is sitting in the rocking chairs, catching up on their days",6,the couple is sitting in the rocking chairs catching up on their days,"['the', 'couple', 'is', 'sitting', 'in', 'the', 'rocking', 'chairs', 'catching', 'up', 'on', 'their', 'days']",13,train,"[1, 4, 434, 8, 214, 10, 4, 3684, 2044, 1278, 106, 18, 88, 709, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,eugene-boudin_the-deauville-basin-1887,excitement,The boats make me wish I could go sailing.,6,the boats make me wish i could go sailing,"['the', 'boats', 'make', 'me', 'wish', 'i', 'could', 'go', 'sailing']",9,train,"[1, 4, 354, 41, 16, 830, 13, 180, 259, 800, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,pierre-auguste-renoir_self-portrait-1,contentment,The man's stare is quite blank and almost seems vacant.,6,the man's stare is quite blank and almost seems vacant,"['the', ""man's"", 'stare', 'is', 'quite', 'blank', 'and', 'almost', 'seems', 'vacant']",10,train,"[1, 4, 146, 860, 8, 117, 863, 5, 135, 44, 2693, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_gladioli-1884,contentment,"The vase has a flower painted on it, which is the same color as the flowers it's carrying",6,the vase has a flower painted on it which is the same color as the flowers it's carrying,"['the', 'vase', 'has', 'a', 'flower', 'painted', 'on', 'it', 'which', 'is', 'the', 'same', 'color', 'as', 'the', 'flowers', ""it's"", 'carrying']",18,train,"[1, 4, 412, 39, 6, 385, 269, 18, 14, 107, 8, 4, 393, 53, 32, 4, 91, 56, 947, 2, 0, 0, 0, 0, 0]",3
Northern_Renaissance,lucas-cranach-the-elder_portrait-of-rudolph-agricola,sadness,The man's face is cracking so he must be getting older,6,the man's face is cracking so he must be getting older,"['the', ""man's"", 'face', 'is', 'cracking', 'so', 'he', 'must', 'be', 'getting', 'older']",11,train,"[1, 4, 146, 42, 8, 4639, 35, 45, 516, 28, 424, 650, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Symbolism,pierre-puvis-de-chavannes_the-happy-land-detail-1882,contentment,The women look like they have a lot of fruit to eat,6,the women look like they have a lot of fruit to eat,"['the', 'women', 'look', 'like', 'they', 'have', 'a', 'lot', 'of', 'fruit', 'to', 'eat']",12,train,"[1, 4, 147, 20, 11, 43, 70, 6, 167, 7, 312, 9, 785, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Northern_Renaissance,albrecht-durer_nude-sel-portrait-1505,something else,The candid view of the naked man makes me uncomfortable.,6,the candid view of the naked man makes me uncomfortable,"['the', 'candid', 'view', 'of', 'the', 'naked', 'man', 'makes', 'me', 'uncomfortable']",10,train,"[1, 4, 4564, 258, 7, 4, 208, 30, 24, 16, 532, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Impressionism,konstantin-korovin_cafe-in-yalta-1905,contentment,"this beautiful eating place looks so satisfying, wanting you to go there",6,this beautiful eating place looks so satisfying wanting you to go there,"['this', 'beautiful', 'eating', 'place', 'looks', 'so', 'satisfying', 'wanting', 'you', 'to', 'go', 'there']",12,train,"[1, 12, 55, 911, 172, 15, 35, 1342, 1665, 84, 9, 259, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Realism,jean-francois-millet_seated-nude,sadness,"the subject looks sad and afraid, naked and alone, cowering",7,the subject looks sad and afraid naked and alone cowering,"['the', 'subject', 'looks', 'sad', 'and', 'afraid', 'naked', 'and', 'alone', 'cowering']",10,train,"[1, 4, 227, 15, 68, 5, 644, 208, 5, 470, 4638, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,john-henry-twachtman_new-york-harbor,contentment,The light tans and browns make this harbor scene serene and comforting.  I feel like the ship on the left has finally reached a safe harbor and its crew is resting safely.,6,the light tans and browns make this harbor scene serene and comforting i feel like the ship on the left has finally reached a safe harbor and its crew is resting safely,"['the', 'light', 'tans', 'and', 'browns', 'make', 'this', 'harbor', 'scene', 'serene', 'and', 'comforting', 'i', 'feel', 'like', 'the', 'ship', 'on', 'the', 'left', 'has', 'finally', 'reached', 'a', 'safe', 'harbor', 'and', 'its', 'crew', 'is', 'resting', 'safely']",32,train,"[1, 4, 112, 5300, 5, 832, 41, 12, 980, 52, 339, 5, 645, 13, 25, 11, 4, 506, 18, 4, 263, 39, 2376, 5139, 2]",3
Northern_Renaissance,rogier-van-der-weyden_virgin-and-child-4,sadness,"the drooping face of the queen is so negative and sad , also the baby looks sad",6,the drooping face of the queen is so negative and sad also the baby looks sad,"['the', 'drooping', 'face', 'of', 'the', 'queen', 'is', 'so', 'negative', 'and', 'sad', 'also', 'the', 'baby', 'looks', 'sad']",16,train,"[1, 4, 2197, 42, 7, 4, 1571, 8, 35, 1477, 5, 68, 166, 4, 249, 15, 68, 2, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,paul-gauguin_abandoned-garden-in-rouen,sadness,"Being bare, the trees make this landscape look weathered and empty.",6,being bare the trees make this landscape look weathered and empty,"['being', 'bare', 'the', 'trees', 'make', 'this', 'landscape', 'look', 'weathered', 'and', 'empty']",11,train,"[1, 110, 862, 4, 92, 41, 12, 212, 20, 2701, 5, 477, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Post_Impressionism,vincent-van-gogh_village-street-and-steps-in-auvers-with-two-figures-1890,excitement,"It is a cheery outdoor scene, i would like to be among this scenery.",6,it is a cheery outdoor scene i would like to be among this scenery,"['it', 'is', 'a', 'cheery', 'outdoor', 'scene', 'i', 'would', 'like', 'to', 'be', 'among', 'this', 'scenery']",14,train,"[1, 14, 8, 6, 1833, 1299, 52, 13, 128, 11, 9, 28, 849, 12, 537, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,valentin-serov_children-sasha-and-yura-serov-1899,amusement,One of the kid is glaring at the artist. I don't think he wants to be painted.,6,one of the kid is glaring at the artist i don't think he wants to be painted,"['one', 'of', 'the', 'kid', 'is', 'glaring', 'at', 'the', 'artist', 'i', ""don't"", 'think', 'he', 'wants', 'to', 'be', 'painted']",17,train,"[1, 81, 7, 4, 771, 8, 3, 29, 4, 155, 13, 136, 89, 45, 780, 9, 28, 269, 2, 0, 0, 0, 0, 0, 0]",0
Post_Impressionism,paul-gauguin_the-kelp-gatherers-1889,contentment,The women are quite lovely as they all seem to work alongside one another in peace.,6,the women are quite lovely as they all seem to work alongside one another in peace,"['the', 'women', 'are', 'quite', 'lovely', 'as', 'they', 'all', 'seem', 'to', 'work', 'alongside', 'one', 'another', 'in', 'peace']",16,train,"[1, 4, 147, 17, 117, 234, 32, 43, 64, 78, 9, 174, 2714, 81, 317, 10, 274, 2, 0, 0, 0, 0, 0, 0, 0]",3
Realism,pyotr-konchalovsky_on-the-deck-of-the-trawler,fear,There is a fear because of the threatening skies overhead and what could happen to the ship.,6,there is a fear because of the threatening skies overhead and what could happen to the ship,"['there', 'is', 'a', 'fear', 'because', 'of', 'the', 'threatening', 'skies', 'overhead', 'and', 'what', 'could', 'happen', 'to', 'the', 'ship']",17,train,"[1, 48, 8, 6, 268, 57, 7, 4, 909, 802, 2621, 5, 50, 180, 605, 9, 4, 506, 2, 0, 0, 0, 0, 0, 0]",6
Realism,vincent-van-gogh_orphan-man-with-top-hat-drinking-coffee-1882-1,contentment,An old man enjoys a nice cup of tea.,6,an old man enjoys a nice cup of tea,"['an', 'old', 'man', 'enjoys', 'a', 'nice', 'cup', 'of', 'tea']",9,train,"[1, 37, 153, 30, 2366, 6, 96, 1408, 7, 1346, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,odilon-redon_small-village-in-the-medoc,something else,"the houses in the  painting look so vague and incomplete, the ground looks so unreal",6,the houses in the painting look so vague and incomplete the ground looks so unreal,"['the', 'houses', 'in', 'the', 'painting', 'look', 'so', 'vague', 'and', 'incomplete', 'the', 'ground', 'looks', 'so', 'unreal']",15,train,"[1, 4, 590, 10, 4, 22, 20, 35, 2153, 5, 1330, 4, 288, 15, 35, 3786, 2, 0, 0, 0, 0, 0, 0, 0, 0]",8
Impressionism,john-singer-sargent_charles-stuart-forbes-1883,amusement,The man has a look on his face reminicent of drug addicts.,6,the man has a look on his face reminicent of drug addicts,"['the', 'man', 'has', 'a', 'look', 'on', 'his', 'face', 'reminicent', 'of', 'drug', 'addicts']",12,train,"[1, 4, 30, 39, 6, 20, 18, 36, 42, 3, 7, 3479, 5467, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Northern_Renaissance,pieter-bruegel-the-elder_the-parable-of-the-sower-1557,fear,The clouds and hazy darkness appear as an omen for bad events.,7,the clouds and hazy darkness appear as an omen for bad events,"['the', 'clouds', 'and', 'hazy', 'darkness', 'appear', 'as', 'an', 'omen', 'for', 'bad', 'events']",12,train,"[1, 4, 218, 5, 1325, 296, 221, 32, 37, 4187, 34, 309, 2809, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Post_Impressionism,vincent-van-gogh_field-with-flowers-1888(1),contentment,The field is filled with freshly bloomed wildflowers,6,the field is filled with freshly bloomed wildflowers,"['the', 'field', 'is', 'filled', 'with', 'freshly', 'bloomed', 'wildflowers']",8,train,"[1, 4, 345, 8, 561, 19, 1944, 4534, 4438, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Romanticism,viktor-vasnetsov_duel-peresvet-with-chelubey-1914,fear,the horses look like they are engaging in a hard fight,6,the horses look like they are engaging in a hard fight,"['the', 'horses', 'look', 'like', 'they', 'are', 'engaging', 'in', 'a', 'hard', 'fight']",11,train,"[1, 4, 400, 20, 11, 43, 17, 1413, 10, 6, 233, 1025, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Symbolism,mikalojus-ciurlionis_mountain-1906,disgust,This looks cold and nasty...like a huge snow storm rolling in.,6,this looks cold and nasty like a huge snow storm rolling in,"['this', 'looks', 'cold', 'and', 'nasty', 'like', 'a', 'huge', 'snow', 'storm', 'rolling', 'in']",12,train,"[1, 12, 15, 333, 5, 2249, 11, 6, 722, 340, 383, 1167, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
Post_Impressionism,ion-pacea_still-life-with-tazza-and-seashell,amusement,The shell being out of place is a way to prove the world is changing,6,the shell being out of place is a way to prove the world is changing,"['the', 'shell', 'being', 'out', 'of', 'place', 'is', 'a', 'way', 'to', 'prove', 'the', 'world', 'is', 'changing']",15,train,"[1, 4, 1800, 110, 49, 7, 172, 8, 6, 67, 9, 6743, 4, 308, 8, 2749, 2, 0, 0, 0, 0, 0, 0, 0, 0]",0
Baroque,josefa-de-obidos_natureza-morta-com-frutos-e-flores-1670,contentment,a table with plates of fruits of different kinds and some flowers,6,a table with plates of fruits of different kinds and some flowers,"['a', 'table', 'with', 'plates', 'of', 'fruits', 'of', 'different', 'kinds', 'and', 'some', 'flowers']",12,train,"[1, 6, 264, 19, 3650, 7, 787, 7, 178, 2412, 5, 97, 91, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,childe-hassam_view-of-florence-from-san-miniato,contentment,a very great view of a large city from the top of a high building,12,a very great view of a large city from the top of a high building,"['a', 'very', 'great', 'view', 'of', 'a', 'large', 'city', 'from', 'the', 'top', 'of', 'a', 'high', 'building']",15,train,"[1, 6, 23, 169, 258, 7, 6, 210, 231, 58, 4, 239, 7, 6, 547, 329, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3
Baroque,hendrick-terbrugghen_the-calling-of-st-matthew-1,awe,The golden aura behind the third figure makes the picture resonate with emotion.,6,the golden aura behind the third figure makes the picture resonate with emotion,"['the', 'golden', 'aura', 'behind', 'the', 'third', 'figure', 'makes', 'the', 'picture', 'resonate', 'with', 'emotion']",13,train,"[1, 4, 546, 2169, 267, 4, 2960, 145, 24, 4, 54, 5154, 19, 464, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,childe-hassam_country-fair-new-england,something else,An old English picture of a ceremony.,6,an old english picture of a ceremony,"['an', 'old', 'english', 'picture', 'of', 'a', 'ceremony']",7,train,"[1, 37, 153, 3105, 54, 7, 6, 3046, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Symbolism,mikhail-nesterov_michael-s-vocation-to-the-realm-1885,awe,The young child seems to have some sort of power to be able to have a grown person bow down.,6,the young child seems to have some sort of power to be able to have a grown person bow down,"['the', 'young', 'child', 'seems', 'to', 'have', 'some', 'sort', 'of', 'power', 'to', 'be', 'able', 'to', 'have', 'a', 'grown', 'person', 'bow', 'down']",20,train,"[1, 4, 194, 140, 44, 9, 70, 97, 410, 7, 705, 9, 28, 738, 9, 70, 6, 2085, 98, 1602, 132, 2, 0, 0, 0]",2
Art_Nouveau_Modern,leon-bakst_costume-design-for-the-marchioness-hunting-from-sleeping-beauty-1921,contentment,a woman dressed in very stuffy coat and holding a whip in her right hand,6,a woman dressed in very stuffy coat and holding a whip in her right hand,"['a', 'woman', 'dressed', 'in', 'very', 'stuffy', 'coat', 'and', 'holding', 'a', 'whip', 'in', 'her', 'right', 'hand']",15,train,"[1, 6, 31, 301, 10, 23, 2951, 1047, 5, 225, 6, 3329, 10, 27, 216, 334, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3
Realism,ferdinand-hodler_portrait-of-louise-delphine-duchosal-1885,contentment,I enjoy the delicate white flower this woman holds,6,i enjoy the delicate white flower this woman holds,"['i', 'enjoy', 'the', 'delicate', 'white', 'flower', 'this', 'woman', 'holds']",9,train,"[1, 13, 338, 4, 1083, 65, 385, 12, 31, 953, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Rococo,william-hogarth_the-march-of-the-guards-to-finchley-1750,excitement,The people in the streets seem to be celebrating something with the soldiers.,6,the people in the streets seem to be celebrating something with the soldiers,"['the', 'people', 'in', 'the', 'streets', 'seem', 'to', 'be', 'celebrating', 'something', 'with', 'the', 'soldiers']",13,train,"[1, 4, 40, 10, 4, 991, 78, 9, 28, 1928, 73, 19, 4, 1128, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Abstract_Expressionism,richard-pousette-dart_encrustation-1976,contentment,The red and blue patterns feel calm and orderly,6,the red and blue patterns feel calm and orderly,"['the', 'red', 'and', 'blue', 'patterns', 'feel', 'calm', 'and', 'orderly']",9,train,"[1, 4, 66, 5, 63, 775, 25, 109, 5, 2253, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,camille-pissarro_the-harvest-at-montfoucault-1876,contentment,"I like the use of shadow, and the mix of clouds and sky.",5,i like the use of shadow and the mix of clouds and sky,"['i', 'like', 'the', 'use', 'of', 'shadow', 'and', 'the', 'mix', 'of', 'clouds', 'and', 'sky']",13,train,"[1, 13, 11, 4, 176, 7, 628, 5, 4, 820, 7, 218, 5, 77, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Realism,henri-fantin-latour_still-life-peach-and-grapes-1870,contentment,The delicate shiny grapes look very tasty.,5,the delicate shiny grapes look very tasty,"['the', 'delicate', 'shiny', 'grapes', 'look', 'very', 'tasty']",7,train,"[1, 4, 1083, 2138, 1546, 20, 23, 2296, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Abstract_Expressionism,sam-francis_firewood-1973,disgust,"It looks as though someone tried to play tic-tac-toe with red blood, yellow urine, brown fecal matter, and blue industrial lubricant.",6,it looks as though someone tried to play tic tac toe with red blood yellow urine brown fecal matter and blue industrial lubricant,"['it', 'looks', 'as', 'though', 'someone', 'tried', 'to', 'play', 'tic', 'tac', 'toe', 'with', 'red', 'blood', 'yellow', 'urine', 'brown', 'fecal', 'matter', 'and', 'blue', 'industrial', 'lubricant']",23,train,"[1, 14, 15, 32, 164, 171, 2302, 9, 510, 5326, 5298, 2963, 19, 66, 310, 121, 3, 245, 6051, 762, 5, 63, 2583, 3, 2]",4
Impressionism,childe-hassam_evening-champs-elysees-aka-pres-du-louvre,something else,The blue flowers on her hats stands out from everything.,5,the blue flowers on her hats stands out from everything,"['the', 'blue', 'flowers', 'on', 'her', 'hats', 'stands', 'out', 'from', 'everything']",10,train,"[1, 4, 63, 91, 18, 27, 2575, 416, 49, 58, 292, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Art_Nouveau_Modern,nicholas-roerich_mikula-selyaninovich-1909,awe,The blues make it look like the man is climbing through the sky.,5,the blues make it look like the man is climbing through the sky,"['the', 'blues', 'make', 'it', 'look', 'like', 'the', 'man', 'is', 'climbing', 'through', 'the', 'sky']",13,train,"[1, 4, 392, 41, 14, 20, 11, 4, 30, 8, 1929, 198, 4, 77, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
